Var1,Var2,Corr,Abs_Corr
capitalratio2022,ppint2022,0.10872238202020137,0.10872238202020137
capitalratio2022,part_etranger,0.10852367612756873,0.10852367612756873
pvoixECOratio,pvoteGCGratio,0.10821646376212024,0.10821646376212024
pop2022,pinsratio,-0.10810964076392045,0.10810964076392045
pvoteDratio,pcadr2022,-0.1079887230862164,0.1079887230862164
pvoteGCGratio,revratio2022,-0.1079750354628164,0.1079750354628164
perimmigre2022,pvoixECOratio,0.10774859678747838,0.10774859678747838
pvoteDratio,revratio2022,-0.10761762171994695,0.10761762171994695
pvoixDVGratio,perimmigre2022,0.10730968879054495,0.10730968879054495
pouvr2022,pvoteTGratio,-0.10703778136560498,0.10703778136560498
pouvr2022,pvoteTDratio,0.10703777923973563,0.10703777923973563
pvoteDCDratio,pcapi2022,-0.10702116785081262,0.10702116785081262
pabs,pvoteDCDratio,0.10697899146124816,0.10697899146124816
pparratio,pvoteDCDratio,-0.1069789902344572,0.1069789902344572
pvoteDratio,pvoixREGratio,-0.10669944433047998,0.10669944433047998
pcapi2022,pvoixENSratio,0.10583594857298587,0.10583594857298587
capitalratio2022,nmencomp,0.10576070070483087,0.10576070070483087
pvoteDratio,pouvr2022,0.1052915259675887,0.1052915259675887
pvoixDVGratio,revratio2022,-0.1049428214647241,0.1049428214647241
capitalratio2022,perpropri2022,-0.10491492913455436,0.10491492913455436
pvoteGratio,psup2022,0.10460947374934108,0.10460947374934108
psup2022,pabs,-0.10372891509928697,0.10372891509928697
psup2022,pparratio,0.10372891443236026,0.10372891443236026
perrsa2021,popagglo2022,0.10370121220788427,0.10370121220788427
pbac2022,pinsratio,0.10331109631538073,0.10331109631538073
pchom2022,perrsa2021,0.10312322812906807,0.10312322812906807
perrsa2021,psup2022,-0.1029056442441263,0.1029056442441263
percrimesdelits2020,paind2022,0.10219925925295151,0.10219925925295151
capitalratio2022,perrsa2021,-0.10213856372841468,0.10213856372841468
percrimesdelits2020,peretr2022,0.10169150861921941,0.10169150861921941
perrsa2021,part_francais,-0.10114221066822603,0.10114221066822603
percrimesdelits2020,perimmigre2022,0.10005260679506636,0.10005260679506636
pvoixRECratio,perimmigre2022,0.09964573693393403,0.09964573693393403
pvoixECOratio,peretr2022,0.09954263938904322,0.09954263938904322
prixm2ratio2022,pvoixAUGratio,-0.0993160311597702,0.0993160311597702
pinsratio,perrsa2021,-0.09897183396421001,0.09897183396421001
pvoixAUGratio,pvoixRNratio,0.09896267296369986,0.09896267296369986
pouvr2022,pabs,0.09870132923590096,0.09870132923590096
pouvr2022,pparratio,-0.09870132871609624,0.09870132871609624
ppint2022,prixm2ratio2022,0.09863993300937345,0.09863993300937345
revratio2022,paind2022,-0.09851210631808756,0.09851210631808756
pvoteDCDratio,pouem2022,0.09837096850647623,0.09837096850647623
popagglo2022,pabs,0.09734151506185824,0.09734151506185824
pparratio,popagglo2022,-0.09734151409698967,0.09734151409698967
pvoixDVDratio,capitalratio2022,-0.09688691283120629,0.09688691283120629
pcapi2022,pvoteCratio,0.09683637757051601,0.09683637757051601
pparratio,pindp2022,0.09681044470837455,0.09681044470837455
pabs,pindp2022,-0.09681044176364714,0.09681044176364714
prixm2ratio2022,pvoixNUPratio,0.0966840410299338,0.0966840410299338
revratio2022,ppint2022,0.0966004428407745,0.0966004428407745
pvoteDratio,perpropri2022,0.09600759760821952,0.09600759760821952
pagri2022,pvoteCDratio,0.09591371883979698,0.09591371883979698
percrimesdelits2020,popagglo2022,0.09582282708418956,0.09582282708418956
perrsa2021,percrimesdelits2020,0.09502133109872313,0.09502133109872313
pvoixDVGratio,part_etranger,0.09498250723427687,0.09498250723427687
pvoteTDratio,pvoixRECratio,0.09468531183537143,0.09468531183537143
pvoteTGratio,pvoixRECratio,-0.09468530885215984,0.09468530885215984
pvoixRECratio,pvoixREGratio,-0.0945656769779187,0.0945656769779187
pvoixRNratio,part_francais,0.09396771640239804,0.09396771640239804
pvoixECOratio,psup2022,0.09394565408124927,0.09394565408124927
pvoixDVDratio,prixm2ratio2022,-0.09323378995058249,0.09323378995058249
pcapi2022,paica2022,0.0928372194045226,0.0928372194045226
pbac2022,popagglo2022,0.09272742364242076,0.09272742364242076
pvoixAUGratio,revratio2022,-0.09269015209085797,0.09269015209085797
pinsratio,nmencomp,-0.09222992823076466,0.09222992823076466
pvoixECOratio,pcapi2022,0.09216302042486878,0.09216302042486878
pvoteTGratio,pcadr2022,0.09201202943566242,0.09201202943566242
pcadr2022,pvoteTDratio,-0.09201202907837258,0.09201202907837258
pvoixNUPratio,pbac2022,0.09191900157564538,0.09191900157564538
pop2022,pabs,0.09134823990171592,0.09134823990171592
pparratio,pop2022,-0.09134823835684013,0.09134823835684013
pempl2022,pparratio,-0.09128131711473066,0.09128131711473066
pabs,pempl2022,0.09128131559140323,0.09128131559140323
pvoteCDratio,pvoixAUGratio,-0.091166575158636,0.091166575158636
pvoteCGratio,pvoixDVDratio,-0.0910521954780564,0.0910521954780564
pvoteCDratio,part_etranger,-0.09086552777945732,0.09086552777945732
pvoixREGratio,pvoteTDratio,-0.09082737149708885,0.09082737149708885
pvoteTGratio,pvoixREGratio,0.09082736981736891,0.09082736981736891
prixm2ratio2022,pvoteGratio,0.09016650281520647,0.09016650281520647
perrsa2021,pcapi2022,-0.09010681056655254,0.09010681056655254
perpropri2022,pouem2022,-0.08998238673300726,0.08998238673300726
paica2022,revratio2022,0.08996146063031066,0.08996146063031066
pvoteCGratio,pvoixAUGratio,-0.08981952226441006,0.08981952226441006
pvoteTGratio,pblancnulratio,0.08955299776321493,0.08955299776321493
pblancnulratio,pvoteTDratio,-0.08955299666809266,0.08955299666809266
pvoteGratio,part_francais,-0.0894327535954508,0.0894327535954508
pouem2022,pvoteTGratio,-0.08936914899004127,0.08936914899004127
pouem2022,pvoteTDratio,0.08936914788491161,0.08936914788491161
pvoixUDIratio,pvoteTDratio,-0.0887005256739596,0.0887005256739596
pvoteTGratio,pvoixUDIratio,0.08870052492769556,0.08870052492769556
pvoixENSratio,pbac2022,0.08866539028065332,0.08866539028065332
pvoixECOratio,pcadr2022,0.08828404980825384,0.08828404980825384
perpropri2022,pagri2022,0.08807171558139375,0.08807171558139375
pabs,pvoixECOratio,0.08804261247107212,0.08804261247107212
pvoixECOratio,pparratio,-0.08804261243114506,0.08804261243114506
percrimesdelits2020,pagri2022,0.08793216203392894,0.08793216203392894
pvoteGratio,pbac2022,0.08789843416730639,0.08789843416730639
perrsa2021,pvoteDCDratio,-0.08762004574338993,0.08762004574338993
pvoteCratio,pvoixECOratio,0.08758543777150193,0.08758543777150193
part_francais,pvoixNUPratio,-0.0874725637484619,0.0874725637484619
pbac2022,pvoteCratio,0.08705447992787817,0.08705447992787817
pagri2022,pvoixECOratio,-0.08686851295154192,0.08686851295154192
paica2022,percrimesdelits2020,0.0865680375531298,0.0865680375531298
pvoixRNratio,pcapi2022,-0.0863643680780725,0.0863643680780725
perrsa2021,pvoixRNratio,0.08634659416254288,0.08634659416254288
pvoixRECratio,pvoixLRratio,-0.0861367720780012,0.0861367720780012
pouvr2022,pvoteGCGratio,-0.08593486012789309,0.08593486012789309
pvoteTDratio,pcapi2022,-0.08566110956851496,0.08566110956851496
pvoteTGratio,pcapi2022,0.08566110909411172,0.08566110909411172
pvoteDratio,perrsa2021,0.08533981038788999,0.08533981038788999
pvoixREGratio,pvoixAUGratio,-0.08527350806835074,0.08527350806835074
pvoteGratio,pvoixRECratio,-0.08490736591447036,0.08490736591447036
paind2022,pvoixRNratio,-0.08488744866853618,0.08488744866853618
percrimesdelits2020,pvoteDratio,0.08460663849461575,0.08460663849461575
pvoteGCGratio,pvoixREGratio,0.08446833637299661,0.08446833637299661
capitalratio2022,pparratio,-0.08425144890535607,0.08425144890535607
capitalratio2022,pabs,0.08425144473359575,0.08425144473359575
paica2022,capitalratio2022,0.0841867069166343,0.0841867069166343
part_etranger,pvoixLRratio,-0.08403764585259298,0.08403764585259298
pcadr2022,ppint2022,-0.08395972671356138,0.08395972671356138
pvoixRECratio,peretr2022,0.0838567691636639,0.0838567691636639
pvoteDCDratio,pvoixREGratio,-0.0837296964921911,0.0837296964921911
perpropri2022,paind2022,0.0831972290130647,0.0831972290130647
popagglo2022,pvoixENSratio,0.08300097838997147,0.08300097838997147
pblancnulratio,pvoteDCDratio,-0.08294091504473453,0.08294091504473453
pvoteGCGratio,pblancnulratio,0.08281749739003424,0.08281749739003424
pvoixDVGratio,pvoixDVDratio,-0.08280324741099795,0.08280324741099795
revratio2022,pvoteDCDratio,-0.08276171418363207,0.08276171418363207
pvoixENSratio,pvoixUDIratio,-0.08225575906736762,0.08225575906736762
pcadr2022,pindp2022,-0.0822380283128408,0.0822380283128408
nmencomp,pabs,0.08188691582732123,0.08188691582732123
pparratio,nmencomp,-0.08188691400446094,0.08188691400446094
pvoixLRratio,pblancnulratio,-0.081748811805383,0.081748811805383
popagglo2022,pvoixECOratio,0.08173485575987624,0.08173485575987624
pvoteCratio,popagglo2022,0.08155588406593717,0.08155588406593717
pvoixENSratio,perrsa2021,-0.08100689708647157,0.08100689708647157
pbac2022,pvoixECOratio,0.08088956285849246,0.08088956285849246
pvoteCratio,perrsa2021,-0.08069049083461105,0.08069049083461105
popagglo2022,pvoteGCGratio,0.08066597354904105,0.08066597354904105
pvoteCratio,percrimesdelits2020,-0.07991213282197607,0.07991213282197607
psup2022,perimmigre2022,0.07977323370432877,0.07977323370432877
pvoixENSratio,percrimesdelits2020,-0.07970702220646006,0.07970702220646006
pvoteDratio,part_francais,0.07955886322708809,0.07955886322708809
perpropri2022,pempl2022,-0.0788864455140469,0.0788864455140469
pvoixAUGratio,pvoteDratio,0.07869731116119344,0.07869731116119344
percrimesdelits2020,pvoteDCDratio,0.07867308502768956,0.07867308502768956
pouvr2022,pchom2022,-0.0786678552074454,0.0786678552074454
pparratio,pvoteCDratio,0.07855851743112456,0.07855851743112456
pvoteCDratio,pabs,-0.07855851490733727,0.07855851490733727
perpropri2022,percrimesdelits2020,-0.0785242260642489,0.0785242260642489
pblancnulratio,perpropri2022,0.07839011688711929,0.07839011688711929
pempl2022,perrsa2021,0.07802032759232207,0.07802032759232207
paind2022,pvoixDVGratio,0.07761511896691135,0.07761511896691135
perprive2021comm,nmencomp,0.07731169428876568,0.07731169428876568
pvoteDratio,paind2022,-0.0772621711118871,0.0772621711118871
propf2022,pempl2022,0.07719769489511674,0.07719769489511674
pchom2022,peretr2022,0.07710101284108178,0.07710101284108178
paind2022,pblancnulratio,0.07676446576908647,0.07676446576908647
pop2022,paind2022,-0.07671638227929074,0.07671638227929074
pcadr2022,pop2022,0.07652348670889675,0.07652348670889675
paica2022,perpropri2022,0.07644037162654627,0.07644037162654627
pvoteDCDratio,paica2022,-0.07619799319810037,0.07619799319810037
pagri2022,pblancnulratio,0.0761315764830177,0.0761315764830177
pvoteDratio,pcapi2022,-0.07594102542956044,0.07594102542956044
pop2022,pvoixNUPratio,0.0755704004133418,0.0755704004133418
pvoteCDratio,psup2022,-0.07542692771589082,0.07542692771589082
perrsa2021,paica2022,-0.07515775133206791,0.07515775133206791
pinsratio,psup2022,0.07514769484469853,0.07514769484469853
perprive2021comm,pop2022,0.07481891800320807,0.07481891800320807
pvoteGratio,pop2022,0.0746840572425127,0.0746840572425127
pvoteDCDratio,pop2022,-0.07439692393671304,0.07439692393671304
pabs,pvoixAUGratio,0.07434694567532946,0.07434694567532946
pvoixAUGratio,pparratio,-0.0743469418512877,0.0743469418512877
pop2022,part_francais,-0.0743354420225899,0.0743354420225899
pinsratio,popagglo2022,-0.07402020606359647,0.07402020606359647
pvoteGCGratio,prixm2ratio2022,0.07360404483953868,0.07360404483953868
percrimesdelits2020,pvoixRNratio,0.07341059560560903,0.07341059560560903
part_etranger,pvoixECOratio,0.0731573527571618,0.0731573527571618
pblancnulratio,pvoteCDratio,-0.0729543974051717,0.0729543974051717
perpropri2022,pvoteCDratio,0.0729542852800091,0.0729542852800091
pchom2022,perimmigre2022,0.07293535340025707,0.07293535340025707
pvoixDVDratio,pvoteDratio,-0.07292579616503908,0.07292579616503908
pparratio,pvoixNUPratio,0.07270188973845652,0.07270188973845652
pvoixNUPratio,pabs,-0.0727018880971859,0.0727018880971859
pvoixNUPratio,nmencomp,0.07183251163758222,0.07183251163758222
nmencomp,pvoteGratio,0.07165357602504921,0.07165357602504921
revratio2022,pvoteGratio,-0.07135182931936195,0.07135182931936195
pvoteTGratio,paica2022,0.07124808405475684,0.07124808405475684
paica2022,pvoteTDratio,-0.07124808200652151,0.07124808200652151
pvoteTDratio,pop2022,-0.07077017187675047,0.07077017187675047
pop2022,pvoteTGratio,0.0707701717400836,0.0707701717400836
psup2022,paind2022,-0.07063524524049139,0.07063524524049139
paind2022,popagglo2022,-0.07059917017743515,0.07059917017743515
pcapi2022,pvoixNUPratio,0.07041840064306985,0.07041840064306985
psup2022,pagri2022,-0.0703562223457174,0.0703562223457174
pvoteCGratio,part_francais,-0.07034108578589848,0.07034108578589848
pvoteDCDratio,perprive2021comm,-0.07029565339602802,0.07029565339602802
pvoteDCDratio,nmencomp,-0.07024115949570542,0.07024115949570542
pinsratio,pouem2022,-0.06951040441078535,0.06951040441078535
pvoixECOratio,pvoixDVDratio,-0.06932332742358986,0.06932332742358986
pagri2022,pop2022,-0.06924450564545398,0.06924450564545398
pvoixNUPratio,pvoixRECratio,-0.06909268096794938,0.06909268096794938
part_francais,pvoteCDratio,0.06903576039668949,0.06903576039668949
nmencomp,pvoteTGratio,0.06891367779719847,0.06891367779719847
pvoteTDratio,nmencomp,-0.06891367755486051,0.06891367755486051
pinsratio,perimmigre2022,-0.06846730643202717,0.06846730643202717
pvoixLRratio,prixm2ratio2022,-0.06843707140757396,0.06843707140757396
pvoteCGratio,revratio2022,-0.06836323348515427,0.06836323348515427
pvoixRECratio,pvoteDCDratio,0.0682793258385233,0.0682793258385233
revratio2022,pempl2022,-0.06780020605077891,0.06780020605077891
paica2022,prixm2ratio2022,0.06777905712740123,0.06777905712740123
pouvr2022,popagglo2022,-0.06768002151145637,0.06768002151145637
pvoixECOratio,pvoixDVGratio,-0.06752657680163264,0.06752657680163264
pvoixDVGratio,pvoixAUGratio,-0.06705420202538583,0.06705420202538583
pvoixRECratio,psup2022,0.06702837361885211,0.06702837361885211
pparratio,pvoteGratio,0.06696230293288773,0.06696230293288773
pvoteGratio,pabs,-0.06696230085771761,0.06696230085771761
perimmigre2022,revratio2022,0.06678931606755183,0.06678931606755183
paind2022,pvoteCGratio,0.06675653935233167,0.06675653935233167
percrimesdelits2020,pchom2022,0.06628728497915594,0.06628728497915594
pouvr2022,pvoteCGratio,-0.06605573388416296,0.06605573388416296
pvoixDVGratio,pblancnulratio,0.06583559001778014,0.06583559001778014
part_francais,nmencomp,-0.06566901627710094,0.06566901627710094
pvoixLRratio,pparratio,0.0655116123690007,0.0655116123690007
pvoixLRratio,pabs,-0.06551160952397145,0.06551160952397145
pvoixDVDratio,pvoixRNratio,-0.06550282434446851,0.06550282434446851
pblancnulratio,pvoixAUGratio,0.06543865678705851,0.06543865678705851
pabs,perimmigre2022,0.06513372186554246,0.06513372186554246
pparratio,perimmigre2022,-0.06513372168342242,0.06513372168342242
pvoixRECratio,pvoixECOratio,0.06495571510716307,0.06495571510716307
pvoteDratio,pagri2022,-0.0649334395185755,0.0649334395185755
pvoixAUGratio,pbac2022,-0.0649088352935854,0.0649088352935854
pvoixAUGratio,pvoteGCGratio,0.06478879532951856,0.06478879532951856
pcadr2022,nmencomp,0.06448692179829886,0.06448692179829886
pouem2022,pvoixENSratio,-0.06403881738324577,0.06403881738324577
perrsa2021,pcadr2022,-0.06395883648846223,0.06395883648846223
pvoixNUPratio,pcadr2022,0.06395490509214458,0.06395490509214458
pouem2022,pvoteCratio,-0.06392799354345816,0.06392799354345816
prixm2ratio2022,percrimesdelits2020,0.06391571081858385,0.06391571081858385
pvoteCGratio,pindp2022,0.06390268268567809,0.06390268268567809
paind2022,pvoixECOratio,-0.06385850378313501,0.06385850378313501
perpropri2022,pchom2022,-0.06384977445939488,0.06384977445939488
pagri2022,pindp2022,-0.06376945143855962,0.06376945143855962
perrsa2021,pouvr2022,0.06369683743635396,0.06369683743635396
pop2022,psup2022,0.06369027526529143,0.06369027526529143
nmencomp,pvoixRNratio,-0.06368508253352567,0.06368508253352567
pouem2022,pvoteGCGratio,-0.06363441983920967,0.06363441983920967
pouvr2022,propf2022,-0.06349242541404533,0.06349242541404533
pparratio,pinsratio,0.06346710724485685,0.06346710724485685
pinsratio,pabs,-0.06346710457896275,0.06346710457896275
pcapi2022,pvoteGratio,0.06345396944662875,0.06345396944662875
pvoixRNratio,pagri2022,-0.0633847680945774,0.0633847680945774
pvoixRNratio,pop2022,-0.06337106706733923,0.06337106706733923
pvoteCGratio,pvoixUDIratio,-0.06324618828715683,0.06324618828715683
part_francais,psup2022,-0.06319655901502294,0.06319655901502294
pchom2022,part_etranger,0.0630574728579546,0.0630574728579546
pagri2022,popagglo2022,-0.06292230135095432,0.06292230135095432
pbac2022,part_francais,-0.06291261533222224,0.06291261533222224
perpropri2022,pvoixLRratio,0.0628052664217684,0.0628052664217684
pvoixLRratio,capitalratio2022,-0.06260704205097813,0.06260704205097813
propf2022,perpropri2022,-0.062194652943982805,0.062194652943982805
paind2022,pvoteCDratio,0.06206946504510587,0.06206946504510587
pvoixAUGratio,psup2022,-0.06203531562069736,0.06203531562069736
pcapi2022,pvoteCDratio,-0.06181417806051166,0.06181417806051166
pvoixECOratio,part_francais,-0.06171541197384976,0.06171541197384976
pvoixRNratio,pinsratio,-0.06152254257442984,0.06152254257442984
pvoixUDIratio,pvoteGCGratio,-0.06149825020132135,0.06149825020132135
peretr2022,pparratio,-0.06135310349689222,0.06135310349689222
peretr2022,pabs,0.06135310331135902,0.06135310331135902
prixm2ratio2022,pvoixDVGratio,-0.0610197954074161,0.0610197954074161
perimmigre2022,pcadr2022,0.06088254012715182,0.06088254012715182
perrsa2021,pvoixAUGratio,0.06086239077689288,0.06086239077689288
pop2022,pcapi2022,0.060719230723351066,0.060719230723351066
pvoixDVGratio,pvoixRECratio,-0.0606396141866243,0.0606396141866243
nmencomp,percrimesdelits2020,0.06057723471624443,0.06057723471624443
perrsa2021,ppint2022,-0.06032003197463031,0.06032003197463031
pindp2022,pvoixDVGratio,0.05989782425881822,0.05989782425881822
percrimesdelits2020,pop2022,0.059845309144122144,0.059845309144122144
pagri2022,perrsa2021,-0.059762705689722695,0.059762705689722695
pagri2022,pvoixLRratio,0.05958258024001103,0.05958258024001103
pbac2022,perimmigre2022,0.05947630250921321,0.05947630250921321
pvoteTDratio,percrimesdelits2020,0.059274118277951954,0.059274118277951954
percrimesdelits2020,pvoteTGratio,-0.059274116159537385,0.059274116159537385
paind2022,nmencomp,-0.059147811067248,0.059147811067248
pvoixRECratio,percrimesdelits2020,0.05900139802455547,0.05900139802455547
pvoixLRratio,part_francais,0.05843883359312444,0.05843883359312444
pvoteCDratio,pbac2022,-0.058410499542306475,0.058410499542306475
ppint2022,percrimesdelits2020,-0.05834099162199719,0.05834099162199719
pvoteGCGratio,pchom2022,0.058054689349914354,0.058054689349914354
pvoixDVGratio,pvoixUDIratio,-0.05797644264882642,0.05797644264882642
peretr2022,pindp2022,0.05792448544349099,0.05792448544349099
pagri2022,pvoixDVDratio,0.057897797185119705,0.057897797185119705
pvoteCGratio,pbac2022,0.057872952326262356,0.057872952326262356
peretr2022,pvoixREGratio,0.057494035623570985,0.057494035623570985
pvoteGratio,pcadr2022,0.05746298954643351,0.05746298954643351
pvoixRECratio,pvoteCGratio,-0.05733800997828748,0.05733800997828748
pvoteDratio,pop2022,-0.05712376769325048,0.05712376769325048
pvoteCGratio,pblancnulratio,0.057086219797229346,0.057086219797229346
pblancnulratio,popagglo2022,-0.05695484928982188,0.05695484928982188
popagglo2022,pvoixRECratio,0.05693591617353921,0.05693591617353921
pvoixLRratio,pvoixAUGratio,-0.05681026684390736,0.05681026684390736
nmencomp,pvoteDratio,-0.05680443436828397,0.05680443436828397
pvoixDVDratio,perrsa2021,-0.05677458427215004,0.05677458427215004
nmencomp,revratio2022,0.05672186471688133,0.05672186471688133
nmencomp,pvoteGCGratio,0.0559777391918576,0.0559777391918576
propf2022,pagri2022,-0.05596214436462801,0.05596214436462801
pvoteCDratio,popagglo2022,-0.055689181416840296,0.055689181416840296
pinsratio,pvoteDratio,-0.05540863289509185,0.05540863289509185
revratio2022,pvoixNUPratio,-0.05537479435784277,0.05537479435784277
pvoteCGratio,perprive2021comm,-0.055017009051527274,0.055017009051527274
pvoteDratio,pempl2022,0.05493812114711369,0.05493812114711369
pvoixENSratio,pagri2022,-0.054802051738285645,0.054802051738285645
pvoteGCGratio,pop2022,0.05474981010668754,0.05474981010668754
paica2022,pvoteCGratio,0.05469894684346391,0.05469894684346391
peretr2022,psup2022,0.05465639090637474,0.05465639090637474
pvoixDVGratio,capitalratio2022,-0.05452419935940163,0.05452419935940163
pempl2022,pvoixRNratio,0.05445114633142105,0.05445114633142105
pvoteCratio,pouvr2022,-0.05412856235854357,0.05412856235854357
pvoixRECratio,pcadr2022,0.054073450043540514,0.054073450043540514
peretr2022,pinsratio,-0.05376440344610968,0.05376440344610968
pvoteGCGratio,pindp2022,0.05367982461013858,0.05367982461013858
perprive2021comm,pvoixDVGratio,-0.05365464661164672,0.05365464661164672
popagglo2022,pouem2022,-0.053643957638019824,0.053643957638019824
paica2022,pvoteGCGratio,0.05342549392102432,0.05342549392102432
prixm2ratio2022,perprive2021comm,0.05321411180042065,0.05321411180042065
pvoixDVDratio,pcapi2022,-0.05302795832797961,0.05302795832797961
pagri2022,nmencomp,-0.0530052335124826,0.0530052335124826
paica2022,pvoixAUGratio,-0.05297287534839909,0.05297287534839909
propf2022,paind2022,-0.052960188986494225,0.052960188986494225
pvoixRECratio,pbac2022,0.05278540464120261,0.05278540464120261
paica2022,pinsratio,0.05274445469843866,0.05274445469843866
propf2022,perrsa2021,0.052731227133426546,0.052731227133426546
pvoixRECratio,pvoixDVDratio,-0.05264361707012932,0.05264361707012932
pvoixRNratio,pindp2022,-0.05253466392839002,0.05253466392839002
peretr2022,paica2022,0.05228747818465669,0.05228747818465669
pvoixDVGratio,part_francais,-0.05219465967004111,0.05219465967004111
perrsa2021,pblancnulratio,-0.051952483508301936,0.051952483508301936
pabs,part_etranger,0.05188910578228566,0.05188910578228566
part_etranger,pparratio,-0.05188910296491195,0.05188910296491195
pvoixAUGratio,pvoixNUPratio,0.05163925762645716,0.05163925762645716
pvoixRECratio,part_etranger,0.05148974063557333,0.05148974063557333
pouvr2022,perimmigre2022,-0.05144924149272834,0.05144924149272834
psup2022,pvoixLRratio,-0.051405245310127884,0.051405245310127884
pvoteCDratio,pcadr2022,-0.05132899439064313,0.05132899439064313
revratio2022,pop2022,0.05124733518889296,0.05124733518889296
pvoixECOratio,pouvr2022,-0.051172502122924825,0.051172502122924825
pindp2022,percrimesdelits2020,0.05100308280037421,0.05100308280037421
pouvr2022,pvoixDVGratio,-0.0506765767642333,0.0506765767642333
pvoteGratio,pblancnulratio,0.05057458965140567,0.05057458965140567
pvoixENSratio,paind2022,-0.05050107151586997,0.05050107151586997
pvoixENSratio,pvoixRECratio,0.05023877318390559,0.05023877318390559
pvoteTDratio,pvoixAUGratio,-0.05006768031533943,0.05006768031533943
pvoixAUGratio,pvoteTGratio,0.050067677053160425,0.050067677053160425
part_etranger,paica2022,0.049825329797698575,0.049825329797698575
pouvr2022,pvoixENSratio,-0.04976156199129704,0.04976156199129704
percrimesdelits2020,pcapi2022,-0.04972792028606159,0.04972792028606159
paica2022,pvoixDVGratio,0.049628292150003986,0.049628292150003986
pindp2022,pvoteTGratio,0.049553117257644906,0.049553117257644906
pvoteTDratio,pindp2022,-0.04955311689517366,0.04955311689517366
pvoixREGratio,part_etranger,0.049539036266321244,0.049539036266321244
pvoixRECratio,pouvr2022,-0.04944099822187043,0.04944099822187043
psup2022,nmencomp,0.04933165161446788,0.04933165161446788
pvoixREGratio,perimmigre2022,0.04892470014479574,0.04892470014479574
pvoixNUPratio,capitalratio2022,0.04884752212629466,0.04884752212629466
perimmigre2022,paica2022,0.04873034873341669,0.04873034873341669
pvoixECOratio,pvoixAUGratio,-0.04853825509976988,0.04853825509976988
pvoixDVGratio,perrsa2021,0.048318760272296396,0.048318760272296396
pinsratio,pvoixREGratio,0.0479444184960265,0.0479444184960265
pouem2022,pvoixAUGratio,0.04741480118189379,0.04741480118189379
perimmigre2022,pvoixDVDratio,-0.04724801977799837,0.04724801977799837
pcapi2022,pblancnulratio,-0.047181999750968366,0.047181999750968366
pouvr2022,pvoixNUPratio,-0.047144641979236776,0.047144641979236776
part_etranger,psup2022,0.04702762305658975,0.04702762305658975
pagri2022,pvoixDVGratio,0.04669590592230878,0.04669590592230878
pcadr2022,pvoixAUGratio,-0.04664191676719687,0.04664191676719687
pbac2022,perpropri2022,0.04646623579115917,0.04646623579115917
pouvr2022,pvoteGratio,-0.046386540867189394,0.046386540867189394
pvoteCratio,perpropri2022,-0.04629928210388288,0.04629928210388288
peretr2022,pvoixDVDratio,-0.04625245374670151,0.04625245374670151
pvoixRECratio,pcapi2022,0.045901649005860516,0.045901649005860516
pvoixENSratio,pparratio,-0.04582690971512079,0.04582690971512079
pabs,pvoixENSratio,0.04582690356525626,0.04582690356525626
pagri2022,pvoixNUPratio,-0.04581268954335165,0.04581268954335165
pinsratio,pouvr2022,-0.04579459204928363,0.04579459204928363
pvoixAUGratio,pvoixDVDratio,-0.045714189271888785,0.045714189271888785
pvoixNUPratio,pouem2022,-0.04567093559346017,0.04567093559346017
paind2022,pvoixREGratio,0.04560870681334835,0.04560870681334835
pcapi2022,pvoteGCGratio,0.04559011578715049,0.04559011578715049
pagri2022,pvoteCratio,-0.04532745220585528,0.04532745220585528
ppint2022,pvoixECOratio,0.04497923908705577,0.04497923908705577
pvoteCGratio,perrsa2021,0.044942406708450684,0.044942406708450684
paind2022,pvoixDVDratio,0.044833468121712614,0.044833468121712614
perimmigre2022,pindp2022,0.044769439807551305,0.044769439807551305
pvoteCratio,paica2022,0.04474633522807644,0.04474633522807644
perpropri2022,pvoixENSratio,-0.044705902600599735,0.044705902600599735
pvoteDCDratio,pagri2022,0.044653649265710846,0.044653649265710846
pvoteGCGratio,pcadr2022,0.04442483799918093,0.04442483799918093
part_etranger,pindp2022,0.04439902834096791,0.04439902834096791
pinsratio,paind2022,0.04408455578911217,0.04408455578911217
psup2022,pvoixDVDratio,-0.043932627623283003,0.043932627623283003
popagglo2022,paica2022,0.04392514628575515,0.04392514628575515
pvoixRECratio,pouem2022,-0.04387341107922996,0.04387341107922996
pchom2022,pvoteTGratio,0.04377073619573041,0.04377073619573041
pvoteTDratio,pchom2022,-0.04377073572321809,0.04377073572321809
revratio2022,pparratio,-0.043712838437169,0.043712838437169
revratio2022,pabs,0.04371283335944764,0.04371283335944764
pvoteCDratio,pouvr2022,0.043533352880036104,0.043533352880036104
pagri2022,pvoteGratio,-0.04344817006589181,0.04344817006589181
pparratio,pvoteCratio,-0.0432382180427377,0.0432382180427377
pabs,pvoteCratio,0.04323821255307838,0.04323821255307838
pvoixLRratio,pbac2022,-0.0431644812760758,0.0431644812760758
pvoixREGratio,pvoteGratio,-0.043155015976797745,0.043155015976797745
percrimesdelits2020,revratio2022,-0.04306926011037027,0.04306926011037027
pcapi2022,nmencomp,0.04295169882528818,0.04295169882528818
propf2022,prixm2ratio2022,0.042746260171972895,0.042746260171972895
revratio2022,perpropri2022,0.04260728728454649,0.04260728728454649
pvoteCGratio,psup2022,0.04255117364753876,0.04255117364753876
pvoixDVDratio,pvoixREGratio,0.042433603579241974,0.042433603579241974
