dep,codecommune,ppropri2022,nlogement2022,npropri2022,perpropri2022
10,10103,.85185188,54,46,.92403203
10,10104,.93124998,160,149,.99373788
10,10105,.8888889,9,8,.96874481
10,10106,.84090906,44,37,.90802878
10,10107,.96363634,55,53,.99904639
10,10108,.84444445,45,38,.91376388
10,10109,.86274511,102,88,.94032931
10,10110,.875,280,245,.95487958
10,10111,.8888889,45,40,.96898514
10,10112,.83544302,79,66,.89934129
10,10113,.84482759,116,98,.91427225
10,10114,.68508285,362,248,.64937818
10,10115,.86121917,771,664,.93823004
10,10116,.92592591,135,125,.99205071
10,10117,.69863015,73,51,.66690069
10,10118,.92000002,50,46,.98970121
10,10119,.86567163,134,116,.94392264
10,10120,.84536082,97,82,.91505015
10,10121,.8740741,135,118,.95388138
10,10122,.75,112,84,.74824089
10,10123,.69212413,419,290,.65813476
10,10124,.86086959,115,99,.93764061
10,10125,.89772725,88,79,.97628582
10,10126,.86764705,68,59,.94627464
10,10127,.90909094,33,30,.98406762
10,10128,.82857144,35,29,.88782609
10,10129,.91851854,135,124,.98902941
10,10130,.86363637,44,38,.94134885
10,10131,.80882353,136,110,.85164082
10,10132,.89166665,120,107,.97131687
10,10133,.875,136,119,.95470279
10,10134,.85714287,35,30,.93201357
10,10135,.84615386,65,55,.91629273
10,10136,.81355929,59,48,.86044073
10,10137,.82608694,23,19,.88280267
10,10138,.93548387,62,58,.99501914
10,10139,.79104477,67,53,.82031685
10,10140,.61443299,485,298,.54527026
10,10141,.64619166,407,263,.59214228
10,10142,.65675056,874,574,.60763758
10,10143,.98113209,106,104,.99978673
10,10144,.80000001,70,56,.83628005
10,10145,.93333334,105,98,.99427521
10,10146,.90384614,52,47,.98058712
10,10147,.96249998,80,77,.99897081
10,10148,.9520548,146,139,.99802911
10,10149,.9518072,83,79,.9979862
10,10150,.90797544,163,148,.98330742
10,10151,.62149531,428,266,.55509907
10,10152,,0,0,1.0000014
10,10153,.90865386,208,189,.98373538
10,10154,.89999998,50,45,.97791684
10,10155,.90909094,77,70,.98396415
10,10156,.91855204,221,203,.98904741
10,10157,.86206895,116,100,.93946713
10,10158,.7824074,216,169,.80520821
10,10159,.902439,41,37,.97973388
10,10160,.88235295,34,30,.96317136
10,10161,.69565219,23,16,.66263771
10,10162,.8984375,128,115,.97692436
10,10163,.89473683,19,17,.97379649
10,10164,.83064514,372,309,.89157963
10,10165,.74264705,136,101,.73559254
10,10166,.7772277,202,157,.7961787
10,10167,.69565219,46,32,.66262829
10,10168,.94594592,37,35,.99719882
10,10169,.79310346,116,92,.82395095
10,10170,.83050847,236,196,.89130449
10,10171,.8018018,111,89,.83909172
10,10172,.80555558,108,87,.84591115
10,10173,.89583331,240,215,.97485435
10,10174,.82258064,62,51,.87624937
10,10175,.75342464,73,55,.75408566
10,10176,.85714287,77,66,.93266642
10,10177,.89655173,87,78,.97543293
10,10178,.85470086,117,100,.9286837
10,10179,.91666669,216,198,.98820937
10,10180,.75,56,42,.74834794
10,10181,.80000001,155,124,.83633673
10,10182,.77419353,93,72,.79040384
10,10183,.84615386,13,11,.91637951
10,10184,.85454547,55,47,.92838436
10,10185,.85436893,103,88,.92819691
10,10186,.95045048,222,211,.99785423
10,10187,.8287037,216,179,.88794118
10,10188,.91129035,124,113,.9852289
10,10189,.72222221,18,13,.70190722
10,10190,.94258374,209,197,.9966557
10,10191,.84768212,453,384,.91851968
10,10192,.82352942,68,56,.87820971
10,10193,.81521738,184,150,.86285132
10,10194,.81132078,53,43,.85613829
10,10195,.84732825,131,111,.91793281
10,10196,.77884614,104,81,.79907936
10,10197,.83333331,96,80,.8965683
10,10198,.93333334,45,42,.99430066
10,10199,.81767958,181,148,.86725307
10,10200,.87096775,31,27,.95049614
10,10201,.6388889,36,23,.58154166
10,10202,.78350514,97,76,.80737364
10,10203,.7784431,167,130,.79793447
10,10204,.88372093,43,38,.9643873
10,10205,.72727275,44,32,.70937318
10,10206,.82456142,57,47,.87991041
10,10207,.92592591,54,50,.99197537
10,10208,.93442625,122,114,.9946903
10,10209,.76602924,889,681,.77526641
10,10210,.92694062,219,203,.99231642
10,10211,.94036698,436,410,.99628538
10,10212,.90476191,42,38,.98134887
10,10213,.76923078,91,70,.78049469
10,10214,.82978725,47,39,.88990074
10,10215,.79545456,132,105,.82801038
10,10216,.45340049,794,360,.32467473
10,10217,.8125,16,13,.85821456
10,10218,.84415585,77,65,.91315776
10,10219,.73809522,42,31,.72726709
10,10220,.85191083,628,535,.92414045
10,10221,.75999999,75,57,.7645269
10,10222,.89200002,250,223,.97159368
10,10223,.65762711,295,194,.6096068
10,10224,.61185986,742,454,.5431357
10,10225,.90849674,153,139,.98369569
10,10226,.78333336,60,47,.80692643
10,10227,.8490566,159,135,.92037141
10,10228,.8214286,112,92,.87427485
10,10229,.85365856,41,35,.92694169
10,10230,.85928142,334,287,.93545258
10,10231,.84042555,282,237,.90727675
10,10232,.83435583,163,136,.89772302
10,10233,.56621623,740,419,.48733154
10,10234,.78813559,118,93,.81510472
10,10235,.8888889,18,16,.96892202
10,10236,.92307693,26,24,.99089307
10,10237,.8853755,253,224,.96607858
10,10238,.625,224,140,.5631277
10,10239,.88846153,260,231,.96854764
10,10240,.94782609,230,218,.99746656
10,10241,.64516127,62,40,.59037036
10,10242,.92391306,92,85,.99130249
10,10243,.81034482,58,47,.85471219
10,10244,,0,0,1.0000014
10,10245,.90084988,353,318,.97854465
10,10246,.83471072,121,101,.89822328
10,10247,.83076924,65,54,.89163083
10,10248,.92896175,183,170,.99300933
10,10249,.84162897,221,186,.90903276
10,10250,.87692308,65,57,.95713806
10,10251,.86231881,138,119,.93981612
10,10252,.88,25,22,.9604851
10,10253,.82089549,67,55,.87324381
10,10254,.89595377,173,155,.97490621
10,10255,.8671875,128,111,.94583428
10,10256,.84946239,186,158,.92091197
10,10257,.75,24,18,.74846846
10,10258,.82727271,110,91,.88547546
10,10259,.85714287,168,144,.93250024
10,10260,.7890625,256,202,.81652486
10,10261,.64179105,469,301,.58521879
10,10262,.87165773,187,163,.95126861
10,10263,.79831934,238,190,.83285278
10,10264,.89285713,56,50,.9723447
10,10265,.35656041,1349,481,.16387586
10,10266,.77777779,18,14,.79680735
10,10267,.87150836,179,156,.95115
10,10268,.37458083,2982,1117,.19704446
10,10269,.79104477,67,53,.82036519
10,10270,.87704921,122,107,.95730478
10,10271,.82624114,282,233,.88297081
10,10272,.93000001,100,93,.9932906
10,10273,.92307693,13,12,.99090368
10,10274,.82499999,160,132,.88109726
10,10275,.7166124,307,220,.69411528
10,10276,.92024541,163,150,.9897778
10,10277,.82187498,320,263,.87504804
10,10278,.79310346,58,46,.82394731
10,10279,.7631579,38,29,.77009231
10,10280,.86815917,402,349,.94687068
10,10281,.84375,192,162,.9125495
10,10282,.84937888,644,547,.92077637
10,10283,.85526317,76,65,.92947048
10,10284,1,47,47,.99991703
10,10285,.9285714,42,39,.99283332
10,10286,.83035713,112,93,.89099479
10,10287,.60802472,648,394,.53727943
10,10288,.75,132,99,.74856085
10,10289,.67729086,502,340,.63955492
10,10290,.86792451,106,92,.94669098
10,10291,.87142855,70,61,.95102566
10,10292,,0,0,1.0000014
10,10293,.90140843,71,64,.97891557
10,10294,.77777779,27,21,.79685479
10,10295,.74566472,173,129,.7401433
10,10296,.84415585,77,65,.91318417
10,10297,.57835054,1940,1122,.50205594
10,10298,.64705884,476,308,.59355074
10,10299,.90178573,224,202,.97931445
10,10300,.74324322,148,110,.73650098
10,10301,.91025639,78,71,.98461932
10,10302,.94999999,40,38,.99779779
10,10303,.77049178,61,47,.78251988
10,10304,.81730771,104,85,.86622471
10,10305,.76785713,56,43,.77814192
10,10306,.884058,138,122,.96469277
10,10307,.84684682,222,188,.91718632
10,10308,.88679248,106,94,.96729988
10,10309,.93103451,58,54,.99361461
10,10310,.90178573,112,101,.979325
10,10311,,0,0,1.0000014
10,10312,.87356323,87,76,.95348877
10,10313,.74752474,202,151,.74345529
10,10314,.7606383,188,143,.76548761
10,10315,.8214286,28,23,.87434059
10,10316,.77142859,105,81,.78535402
10,10317,.73656845,577,425,.72467536
10,10318,.9130435,46,42,.98633933
10,10319,.90476191,189,171,.98130018
10,10320,.88524592,122,108,.96587688
10,10321,.86221898,1379,1189,.93971622
10,10322,,0,0,1.0000014
10,10323,.54907537,6327,3474,.46313861
10,10324,.92307693,65,60,.99095964
10,10325,.4642998,2535,1177,.34765604
10,10326,.75581396,86,65,.75802308
10,10327,.87179488,39,34,.95138282
10,10328,.83125001,160,133,.89267331
10,10329,.86206895,261,225,.93952334
10,10330,.72727275,55,40,.7094993
10,10331,.8826291,213,188,.96327496
10,10332,.9197861,187,172,.98958129
10,10333,.55731165,6517,3632,.47703034
10,10334,.70762712,236,167,.67999578
10,10335,.7785235,149,116,.79819083
10,10336,.92528737,174,161,.99172622
10,10337,.69230771,13,9,.65851587
10,10338,.84285712,70,59,.91117275
10,10339,.88372093,129,114,.96443987
10,10340,.74043715,1098,813,.73108143
10,10341,.91025639,156,142,.98464376
10,10342,.91443849,187,171,.98719049
10,10343,.63613158,3526,2243,.57659888
10,10344,.9100346,289,263,.98450094
10,10345,.81818181,209,171,.86851281
10,10346,.9285714,28,26,.99283552
10,10347,.87356323,87,76,.95349425
10,10348,.82456142,114,94,.87999773
10,10349,.93400621,1288,1203,.99455267
10,10350,.85585588,333,285,.9304322
10,10351,.82828283,198,164,.88716871
10,10352,.94791669,672,637,.99749851
10,10353,.80346823,346,278,.84219325
10,10354,.87719297,57,50,.95748526
10,10355,.90909094,33,30,.98402005
10,10356,.86842108,76,66,.94713402
10,10357,.78721958,1471,1158,.81342673
10,10358,.6452328,451,291,.59046274
10,10359,.79555553,225,179,.82818586
10,10360,.89830506,354,318,.97687662
10,10361,.91071427,56,51,.98496544
10,10362,.52373582,5814,3045,.4325307
10,10363,.96860987,223,216,.99933094
10,10364,.81395346,43,35,.8612451
10,10365,.72222221,72,52,.70189315
10,10366,.78947371,38,30,.8172335
10,10367,.77597404,308,239,.79383177
10,10368,.90285712,350,316,.98003083
10,10369,.7218045,133,96,.70132852
10,10370,.87804878,82,72,.95839262
10,10371,.91156465,147,134,.98537642
10,10372,.65161288,155,101,.60051256
10,10373,.87850469,214,188,.9589588
10,10374,.75999999,75,57,.76453006
10,10375,.89655173,174,156,.97539377
10,10376,.91566265,83,76,.98772031
10,10377,.88095236,84,74,.96138161
10,10378,.92307693,26,24,.99104196
10,10379,.80263156,228,183,.84072894
10,10380,.81481481,27,22,.86230946
10,10381,.94160587,411,387,.99648249
10,10382,.73333335,525,385,.71925181
10,10383,,0,0,1.0000014
10,10384,.83088237,136,113,.89190638
10,10385,,0,0,1.0000014
10,10386,.74545455,110,82,.73987144
10,10387,.30865508,35794,11048,.054867137
10,10388,.72000003,25,18,.69901794
10,10389,.91666669,48,44,.98823869
10,10390,.79069769,86,68,.81947899
10,10391,.87074828,147,128,.95010829
10,10392,.847561,164,139,.91823804
10,10393,.79487181,78,62,.82714856
10,10394,.89552242,67,60,.97457421
10,10395,.78231293,147,115,.8050583
10,10396,.93644071,236,221,.995332
10,10397,.89999998,60,54,.97807151
10,10398,.89999998,40,36,.97793347
10,10399,.78769231,325,256,.81437212
10,10400,.83870965,62,52,.9048394
10,10401,.46963948,1054,495,.35238731
10,10402,.92631578,95,88,.99216574
10,10403,.82857144,35,29,.88774693
10,10404,.8611111,72,62,.9380278
10,10405,.57692307,26,15,.4995296
10,10406,.93390453,817,763,.99448246
10,10407,,0,0,1.0000014
10,10408,.76190478,63,48,.7679863
10,10409,.91760302,267,245,.9886269
10,10410,.89705884,68,61,.97583091
10,10411,.44999999,20,9,.31938308
10,10412,.94962215,397,377,.99773091
10,10413,,0,0,1.0000014
10,10414,.83333331,60,50,.89654368
10,10415,.86345381,249,215,.94118583
10,10416,.96938777,98,95,.99935508
10,10417,.81188118,101,82,.85708678
10,10418,.83116883,77,64,.89247727
10,10419,.84799999,375,318,.9190082
10,10420,.55674708,1119,623,.47550675
10,10421,.88,50,44,.96042341
10,10422,.8888889,90,80,.96905494
10,10423,.8306011,183,152,.89150059
10,10424,.84313726,51,43,.91155952
10,10425,.98449612,129,127,.99983716
10,10426,.53039831,477,253,.44350827
10,10427,.88349515,103,91,.96413344
10,10428,.79591835,49,39,.82876253
10,10429,.79389316,131,104,.82541138
10,10430,.89999998,30,27,.97809941
10,10431,.94,50,47,.99622297
10,10432,.8888889,27,24,.96904564
10,10433,.84375,96,81,.91258055
10,10434,.90909094,22,20,.98400551
10,10435,.88,50,44,.96037084
10,10436,.84415585,77,65,.91323239
10,10437,.58032787,305,177,.5043323
10,10438,.93442625,122,114,.9946788
10,10439,.87692308,65,57,.95719093
10,10440,.96470588,85,82,.99909097
10,10441,.86734694,98,85,.94597334
10,10442,.88294315,299,264,.96373457
10,10443,.90909094,22,20,.98396486
10,10444,.82474226,97,80,.88047773
10,10445,.66666669,30,20,.62305528
11,11001,.68115944,207,141,.64462686
11,11002,.78947371,57,45,.81739753
11,11003,.72932333,133,97,.71268874
11,11004,.68707484,147,101,.65210402
11,11005,.73761714,747,551,.72626555
11,11006,.89583331,48,43,.97483033
11,11007,.84745765,59,50,.91800284
11,11008,.70697677,215,152,.67907149
11,11009,.69230771,702,486,.65846068
11,11010,.81770831,192,157,.8673535
11,11011,.7590909,220,167,.76313019
11,11012,.82110554,995,817,.87381512
11,11013,.70833331,216,153,.68123317
11,11014,.78941309,869,686,.81722993
11,11015,.74117649,170,126,.73327112
11,11016,.90697676,43,39,.98257029
11,11017,.92156863,51,47,.99042249
11,11018,.74067795,590,437,.73165733
11,11019,.90909094,22,20,.98399657
11,11020,.83999997,25,21,.90651345
11,11021,.63940519,269,172,.58223259
11,11022,.77449167,541,419,.79115003
11,11023,.80289853,345,277,.84143877
11,11024,.67053366,431,289,.6299057
11,11025,.75294119,85,64,.75336003
11,11026,.68518519,54,37,.64943242
11,11027,.78512394,363,285,.81005162
11,11028,.74242425,198,147,.73512137
11,11029,.85365856,41,35,.92694044
11,11030,.72307694,65,47,.7035355
11,11031,.7647059,17,13,.77275819
11,11032,.88811189,143,127,.96836537
11,11033,.67809242,671,455,.64042878
11,11034,.68929505,383,264,.65485829
11,11035,.83333331,102,85,.89643228
11,11036,.73831773,107,79,.72760582
11,11037,.66611016,599,399,.62203169
11,11038,.77777779,36,28,.79715133
11,11039,.4375,32,14,.28599918
11,11040,.77387643,712,551,.78964221
11,11041,.7675159,628,482,.77769643
11,11042,.75925928,108,82,.76342386
11,11043,.78761059,113,89,.81422782
11,11044,.77419353,62,48,.79035157
11,11045,.66666669,75,50,.62293279
11,11046,.82608694,23,19,.88273793
11,11047,.92105263,38,35,.99023849
11,11048,.74571431,350,261,.74019057
11,11049,.68228847,1643,1121,.64586008
11,11050,.79699248,133,106,.8304835
11,11051,.89873415,79,71,.97717023
11,11052,.85632181,174,149,.931243
11,11053,.75949365,158,120,.76386559
11,11054,.79754603,163,130,.83137143
11,11055,.69892472,93,65,.66766548
11,11056,.81632656,98,80,.86476618
11,11057,.85714287,14,12,.93220961
11,11058,.80000001,125,100,.83638304
11,11059,.84722221,72,61,.9176811
11,11060,.75,28,21,.74841046
11,11061,.89051098,137,122,.97017848
11,11062,.81818181,11,9,.8686344
11,11063,.81034482,348,282,.85468131
11,11064,.66451615,155,103,.61930561
11,11065,.65454543,55,36,.60420185
11,11066,.7735849,53,41,.78907424
11,11067,.78343022,688,539,.80712742
11,11068,.61192054,755,462,.54315931
11,11069,.491734,26736,13147,.38850889
11,11070,.64417177,163,105,.5881325
11,11071,.72950822,122,89,.71313328
11,11072,.77659577,94,73,.795192
11,11073,.77272725,44,34,.7876693
11,11074,.89898992,99,89,.97728264
11,11075,.67605633,71,48,.63785392
11,11076,.45215148,5810,2627,.32343179
11,11077,.83571428,280,234,.89961702
11,11078,.82653064,98,81,.88345963
11,11079,.74757284,103,77,.74356103
11,11080,.79166669,72,57,.82105261
11,11081,.73874998,800,591,.7283144
11,11082,.40000001,5,2,.23314321
11,11083,.76190478,42,32,.76808476
11,11084,.79750001,400,319,.83130556
11,11085,.73695201,479,353,.72537839
11,11086,.79683375,379,302,.82995075
11,11087,.7647059,34,26,.77282345
11,11088,.84830099,824,699,.91932428
11,11089,.80536914,149,120,.84557015
11,11090,.75346261,361,272,.75411969
11,11091,.63377607,527,334,.5729183
11,11092,.94871795,39,37,.99761486
11,11093,.88235295,34,30,.96312559
11,11094,.5714286,14,8,.49274018
11,11095,.74380165,121,90,.73773652
11,11096,.81481481,27,22,.86230856
11,11097,.8918919,37,33,.97141278
11,11098,.81293303,433,352,.85888314
11,11099,.73955554,1125,832,.72959518
11,11100,.83333331,18,15,.89620966
11,11101,.80645162,31,25,.84714943
11,11102,.75254238,295,222,.75243855
11,11103,.6139456,588,361,.54504371
11,11104,.95744681,47,45,.99859565
11,11105,.80536914,298,240,.84556544
11,11106,.74805772,3604,2696,.7443946
11,11107,.78947371,38,30,.81735235
11,11108,.66666669,21,14,.62325525
11,11109,.79310346,29,23,.82394189
11,11110,.7368421,57,42,.72520435
11,11111,.68464732,241,165,.64899755
11,11112,.84615386,52,44,.91624558
11,11113,.83783782,74,62,.90325439
11,11114,.75,8,6,.74862111
11,11115,.70864195,405,287,.68179119
11,11116,.75498724,1955,1476,.75686908
11,11117,.70588237,34,24,.67748344
11,11118,.89999998,20,18,.97811002
11,11119,.77906978,172,134,.79932386
11,11120,.84328359,268,226,.91178435
11,11121,.65671641,67,44,.60761023
11,11122,.74680305,391,292,.74193877
11,11123,.79104477,67,53,.82036304
11,11124,.69662923,267,186,.66428918
11,11125,.7962963,108,86,.82947761
11,11126,.65638769,227,149,.60698992
11,11127,.87692308,65,57,.95717263
11,11128,.76923078,91,70,.78043568
11,11129,.69673407,1286,896,.66436219
11,11130,.71111113,90,64,.68557709
11,11131,.81382978,188,153,.86087006
11,11132,.77860326,673,524,.79835439
11,11133,.875,16,14,.95480472
11,11134,.75,20,15,.74869776
11,11135,1,9,9,.99993354
11,11136,.74570447,291,217,.7401796
11,11137,.75,96,72,.74828535
11,11138,.80825961,339,274,.85046679
11,11139,.84313726,51,43,.91159773
11,11140,.78420037,519,407,.80893165
11,11141,.69354838,62,43,.66051519
11,11142,.76521736,115,88,.77371812
11,11143,.76923078,65,50,.78049994
11,11144,.68525177,556,381,.64962798
11,11145,.7742871,2069,1602,.79062891
11,11146,.62676054,142,89,.56507361
11,11147,1,13,13,.99991554
11,11148,.76666665,300,230,.77629924
11,11149,.83720928,43,36,.9021678
11,11150,.73412699,252,185,.72062272
11,11151,.74019605,204,151,.73067367
11,11152,.79591835,98,78,.82866913
11,11153,.83333331,102,85,.89642608
11,11154,.76923078,39,30,.7807076
11,11155,.625,24,15,.56312847
11,11156,.7027027,74,52,.67212152
11,11157,.77777779,135,105,.79681998
11,11158,.70186335,161,113,.67121202
11,11159,.71428573,77,55,.69100356
11,11160,.80000001,15,12,.8358826
11,11161,.64814812,54,35,.59481436
11,11162,.80000001,15,12,.83581585
11,11163,.76666665,30,23,.7763415
11,11164,.75342464,803,605,.7540561
11,11165,.875,200,175,.95461559
11,11166,.66666669,36,24,.62332535
11,11167,.6964286,56,39,.66374177
11,11168,.82857144,70,58,.88783157
11,11169,.86956519,23,20,.94874924
11,11170,.64829546,3520,2282,.59509289
11,11171,.63157892,19,12,.57007557
11,11172,.69009584,313,216,.65601307
11,11173,.85507244,69,59,.92914408
11,11174,.83870965,31,26,.9048577
11,11175,.66000003,250,165,.61299908
11,11176,.7037037,54,38,.67431849
11,11177,.59090906,22,13,.5160681
11,11178,.75132275,378,284,.75051165
11,11179,.84615386,26,22,.91610235
11,11180,.88235295,34,30,.96296871
11,11181,.84545457,220,186,.91516429
11,11182,.81308413,107,87,.85913777
11,11183,.77941179,136,106,.79979795
11,11184,.91176468,34,31,.98548174
11,11185,.59735972,303,181,.52309799
11,11186,.51999998,50,26,.42738652
11,11187,.83333331,30,25,.89659309
11,11188,.75963491,986,749,.76416105
11,11189,.83928573,56,47,.90536118
11,11190,.78417265,556,436,.80891103
11,11191,.67142856,70,47,.63113195
11,11192,.66990292,412,276,.6289776
11,11193,.72000003,100,72,.69897735
11,11194,.63414633,82,52,.57307214
11,11195,.63687152,179,114,.5777393
11,11196,.88372093,86,76,.96438056
11,11197,.81918818,271,222,.870332
11,11198,.72708756,491,357,.70924497
11,11199,.75561798,712,538,.75779146
11,11200,.80246913,81,65,.8405714
11,11201,.7903226,310,245,.81896919
11,11202,.65265226,2545,1661,.60203379
11,11203,.59508628,5332,3173,.52042919
11,11204,.72222221,18,13,.7019664
11,11205,.75999999,50,38,.76448852
11,11206,.55873758,5133,2868,.47821164
11,11207,.76033056,121,92,.76488096
11,11208,.83018869,53,44,.890782
11,11209,.80000001,115,92,.8357197
11,11210,.77962965,540,421,.80019331
11,11211,.81125826,302,245,.85605735
11,11212,.78391957,199,156,.80816764
11,11213,.84210527,19,16,.91003793
11,11214,.75531918,188,142,.75720674
11,11215,.75543481,368,278,.75736016
11,11216,.70232558,215,151,.67173684
11,11217,.81851178,551,451,.86925709
11,11218,.91176468,34,31,.98548818
11,11219,.7241379,29,21,.70522529
11,11220,.74447173,407,303,.73849857
11,11221,.75903612,166,126,.76299012
11,11222,.75531918,94,71,.75720966
11,11223,0,1,0,2.7864658e-06
11,11224,.80952382,21,17,.85316885
11,11225,.73965937,411,304,.72983772
11,11226,.72727275,33,24,.7095747
11,11227,.58823532,17,10,.51333648
11,11228,.75324672,77,58,.7538541
11,11229,1,28,28,.99993521
11,11230,.64705884,17,11,.59355128
11,11231,.80487806,41,33,.84476626
11,11232,.9285714,14,13,.99282372
11,11233,.79206049,529,419,.8217876
11,11234,.6883117,77,53,.65312368
11,11235,.78378379,37,29,.80786783
11,11236,.72727275,88,64,.70942146
11,11237,,0,0,1.0000014
11,11238,.73170733,41,30,.71659708
11,11239,.71739131,46,33,.69511712
11,11240,.81849313,292,239,.8691861
11,11241,.70779222,154,109,.68029112
11,11242,.69662923,89,62,.66427237
11,11243,.78423238,241,189,.80894667
11,11244,.70454544,88,62,.67565793
11,11245,.65909094,44,29,.61198694
11,11246,.95833331,24,23,.9986673
11,11247,.66666669,27,18,.62306339
11,11248,.57575756,33,19,.49903449
11,11249,.75,44,33,.7483387
11,11250,.97368419,38,37,.99957889
11,11251,.77288133,295,228,.7879132
11,11252,.77058822,170,131,.78291684
11,11253,.76422763,369,282,.77174217
11,11254,.66333336,900,597,.61751598
11,11255,.8319149,470,391,.89364493
11,11256,.84897959,245,208,.9202981
11,11257,.7352941,102,75,.72247577
11,11258,.81397641,1016,827,.86136305
11,11259,.79045641,482,381,.81919092
11,11260,.47435898,78,37,.36048573
11,11261,.77675843,327,254,.79565316
11,11262,.46104634,30793,14197,.34051132
11,11263,.80620158,129,104,.8467766
11,11264,.84537572,692,585,.91507185
11,11265,.5714286,14,8,.49274063
11,11266,.56834531,3753,2133,.48980069
11,11267,.79710144,690,550,.83069611
11,11268,.80555558,36,29,.84589761
11,11269,.76026821,1193,907,.76477528
11,11270,.80952382,42,34,.85304087
11,11271,1,20,20,.99991983
11,11272,.86288846,1094,944,.94055575
11,11273,.89769822,391,351,.97628307
11,11274,.83529413,170,142,.89913058
11,11275,.75,68,51,.74820709
11,11276,.70689654,232,164,.67900276
11,11277,1,11,11,.99999982
11,11278,.8607595,79,68,.93735355
11,11279,.73457313,1183,869,.72113973
11,11280,.69016695,539,372,.65608609
11,11281,.70699435,529,374,.679088
11,11282,.76190478,21,16,.7680788
11,11283,.66666669,27,18,.62309772
11,11284,.73033708,178,130,.71448219
11,11285,.79626751,643,512,.82941687
11,11286,.80228138,526,422,.84016311
11,11287,.63829786,47,30,.58017397
11,11288,.78253967,630,493,.80538625
11,11289,.86322868,446,385,.94094133
11,11290,.8490566,53,45,.9203912
11,11291,.91176468,34,31,.98543811
11,11292,.71951222,82,59,.69815391
11,11293,.76903552,394,303,.78014499
11,11294,.45454547,22,10,.32605141
11,11295,.74773139,551,412,.74375904
11,11296,.82857144,210,174,.8877579
11,11297,.84523809,84,71,.91482353
11,11298,.80172414,116,93,.83891839
11,11299,.74917489,303,227,.74703729
11,11300,.74074072,81,60,.73190236
11,11301,.73673034,471,347,.72504061
11,11302,.75352114,142,107,.75420684
11,11303,.79151946,283,224,.82092112
11,11304,.62521392,1753,1096,.56327713
11,11305,.74074072,27,20,.73174667
11,11306,.81818181,11,9,.8686735
11,11307,.77857143,140,109,.79827338
11,11308,.77922076,154,120,.79955792
11,11309,.7647059,34,26,.77291179
11,11310,.55395681,139,77,.46859261
11,11311,.80000001,125,100,.83635777
11,11312,.82539684,63,52,.88166142
11,11313,.83453238,139,116,.89793414
11,11314,.85714287,21,18,.93251336
11,11315,.75263661,1043,785,.75269741
11,11316,.75,116,87,.74840206
11,11317,.86301368,73,63,.94068569
11,11318,.63013697,73,46,.5684374
11,11319,.92753625,69,64,.9925307
11,11320,.91911763,136,125,.9893049
11,11321,.81666666,60,49,.86538398
11,11322,.81451613,620,505,.86195594
11,11323,.77777779,117,91,.79707134
11,11324,.75675678,222,168,.75929421
11,11325,.65053761,186,121,.59884024
11,11326,.89655173,58,52,.97540921
11,11327,.80081302,246,197,.83743334
11,11328,.66428572,140,93,.61899704
11,11329,.80000001,115,92,.83589137
11,11330,.70168066,238,167,.67114729
11,11331,.91666669,24,22,.98828191
11,11332,.8100304,658,533,.85415202
11,11333,.78431374,51,40,.8090806
11,11334,.76923078,52,40,.78048772
11,11335,.78571427,14,11,.81076109
11,11336,.76190478,273,208,.76809597
11,11337,.71508378,179,128,.69251955
11,11338,.72222221,18,13,.70195514
11,11339,.79766536,257,205,.83166146
11,11340,.68265682,271,185,.64630789
11,11341,.74358976,78,58,.7374115
11,11342,.74590164,122,91,.7405073
11,11343,.78431374,51,40,.80908531
11,11344,.6902985,268,185,.65634269
11,11345,.85314685,143,122,.92623562
11,11346,.75714284,70,53,.75977534
11,11347,.76811594,69,53,.77861792
11,11348,.81818181,44,36,.86863166
11,11349,,0,0,1.0000014
11,11350,.57692307,26,15,.4995304
11,11351,.72950822,366,267,.71312946
11,11352,.72549021,51,37,.70666611
11,11353,.80656505,853,688,.8473984
11,11354,.77777779,18,14,.79683185
11,11355,.7464115,209,156,.74142218
11,11356,.80346823,519,417,.84217161
11,11357,.79850745,134,107,.83315796
11,11358,.73333335,15,11,.71929073
11,11359,.7784431,167,130,.79792923
11,11360,.79095024,1105,874,.82018447
11,11361,.72849464,372,271,.71170568
11,11362,.74157304,89,66,.73391151
11,11363,.73000002,100,73,.71394449
11,11364,.73076922,78,57,.71507668
11,11365,.81818181,11,9,.86859924
11,11366,.86376023,367,317,.94165963
11,11367,.58558559,444,260,.51035196
11,11368,.73846155,65,48,.72788072
11,11369,.72833723,1281,933,.71147823
11,11370,.85922331,1442,1239,.93538266
11,11371,.66770184,322,215,.62467152
11,11372,.69907409,216,151,.66787601
11,11373,.85106385,47,40,.92271614
11,11374,1,6,6,.99990207
11,11375,.90909094,11,10,.98405898
11,11376,.82051283,39,32,.87249362
11,11377,.77777779,27,21,.79702014
11,11378,.765625,128,98,.77468568
11,11379,.71277261,3210,2288,.68808591
11,11380,.78313255,83,65,.80665189
11,11381,.61818182,55,34,.54911774
11,11382,.72049689,161,116,.69989181
11,11383,.76774192,155,119,.77808082
11,11384,.74647886,71,53,.74145073
11,11385,.70175439,114,80,.67117792
11,11386,.74054056,185,137,.73122787
11,11387,.68421054,19,13,.64856434
11,11388,.69999999,30,21,.66904891
11,11389,.75,8,6,.74884939
11,11390,.85490197,255,218,.92897213
11,11391,.86666667,15,13,.94521612
11,11392,.75641024,156,118,.75883424
11,11393,.74814814,270,202,.74455559
11,11394,.79746836,79,63,.8311981
